#SEED: 0.3862933476921171
SAT0,26.92851070942946,116.28431557040335,463.69151772575765
SAT1,84.6547682196472,-156.35615988248463,693.7118551305357
SAT2,13.478806548288162,-150.54728818619014,380.1704497531509
SAT3,73.69515547229722,39.14019558184373,325.6737535118041
SAT4,-43.85653645819548,126.08891010953704,670.4492693723369
SAT5,22.988518002367698,163.1827849447953,664.4159680992535
SAT6,70.7604323339568,-151.70091989160198,564.6211541664478
SAT7,-48.903080377490554,-158.4634650480479,595.7267028475013
SAT8,-50.55023897514073,-144.21062205038726,643.1721643807357
SAT9,-18.326866091014864,132.32419854852282,415.2492981460012
SAT10,-63.55086118547288,-99.54936913120973,633.099756264802
SAT11,-76.86076058368519,25.899018392559327,394.85672965054573
SAT12,-15.205567757919184,110.4936416139613,652.5249571824062
SAT13,-68.30671774113495,-14.546474968403402,607.1605956179927
SAT14,-62.571022842501975,-170.42562809823286,347.8514290617063
SAT15,5.362106261394999,-117.34048955723448,489.21946880255143
SAT16,-83.35516010717458,116.77490910757734,634.5409848686073
SAT17,43.92182463461532,-118.29831178746429,473.1597025752758
SAT18,48.0795017720838,172.05300906090844,619.3211439690733
SAT19,25.416332453570618,-14.393521378212597,673.8602198261433
ROUTE,-56.34927421291376,130.73757727473594,43.00420708792498,-121.98706671341048
