#SEED: 0.024889739230275154
SAT0,-55.97921710785108,-146.32362581184617,381.1348691700862
SAT1,63.17288768341598,36.99340342577594,557.6120983881943
SAT2,-69.30075455113037,-31.44467073647803,668.5905269395271
SAT3,55.62702600123987,-107.67699597288215,621.6425769941311
SAT4,-68.97273089134735,137.7197949329875,677.2804117743985
SAT5,-62.43330477979177,-70.47430312579299,536.2104206299045
SAT6,-60.90791930975449,109.73349418542517,647.7272890092869
SAT7,39.730656897177084,56.26206923790792,533.1228307362388
SAT8,51.48998050616058,-111.82838512609233,472.93095123847417
SAT9,45.55458643280076,-83.51877471829701,679.3951802039062
SAT10,59.076560663942104,162.3257155858576,474.79235757965944
SAT11,-18.28557200879088,-60.996823092272635,372.89461770530414
SAT12,42.97973384532273,-23.664139169587855,655.6318326847959
SAT13,-16.05513272054796,78.44804198523286,532.0964958474183
SAT14,-6.169629378134999,74.69731660239034,399.09248386808093
SAT15,48.439991745397464,-66.32011977138785,602.853135160727
SAT16,-54.48107103983805,10.718870876061345,430.1848762445321
SAT17,-60.32114520740325,50.841168735706674,540.5131356058145
SAT18,28.023083650006015,-135.89469458539446,478.881216715512
SAT19,4.188258882585089,126.31867045237698,304.1781727726942
ROUTE,56.231077559306385,149.74502948892314,82.27108068359428,66.71848119837122
